record_id,name,address,city,state,zipCode,phoneNumber,phoneNumber2,email,email2,totalBeds,availableBeds,serviceCountyOrArea,grantFiscalYear,visn,fain,addressVerified,description,notes,source_url,sourceDataset
SSVF26-SA-00481,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Kent County (RI),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00482,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Newport County (RI),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00483,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Providence County (RI),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00484,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Washington County (RI),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00485,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Addison County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00486,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Bennington County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00487,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Caledonia County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00488,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Chittenden County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00489,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Essex County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00490,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Franklin County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00491,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Grand Isle County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00492,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Lamoille County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00493,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Orange County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00494,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Orleans County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00495,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Rutland County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00496,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Washington County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00497,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Windham County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00498,Veterans Inc.,,,MA,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Windsor County (VT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00499,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Fairfield County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00500,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Hartford County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00501,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Litchfield County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00502,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Middlesex County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00503,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,New Haven County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00504,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,New London County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00505,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Tolland County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00506,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Windham County (CT),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00507,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Berkshire County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00508,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Bristol County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00509,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Essex County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00510,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Franklin County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00511,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Hampden County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00512,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Hampshire County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00513,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Middlesex County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00514,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Norfolk County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00515,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Plymouth County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00516,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Worcester County (MA),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00517,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Androscoggin County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00518,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Aroostook County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00519,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Cumberland County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00520,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Franklin County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00521,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Hancock County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00522,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Kennebec County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00523,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Knox County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00524,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Lincoln County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00525,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Oxford County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00526,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Penobscot County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00527,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Piscataquis County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00528,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Sagadahoc County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00529,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Somerset County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00530,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Waldo County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00531,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Washington County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00532,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,York County (ME),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00533,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Belknap County (NH),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00534,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Carroll County (NH),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00535,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Cheshire County (NH),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00536,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Coos County (NH),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00537,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Grafton County (NH),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00538,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Hillsborough County (NH),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
SSVF26-SA-00539,Veterans Inc.,,,ME,,(800) 482-2565,(508) 791-1213,info@veteransinc.org,SSVF@veteransinc.org,,,Merrimack County (NH),2026,VISN 1: VA New England Healthcare System,12-ZZ-041,False,"Real provider service-area row from VA FY26 SSVF intake list. Service area is county/coverage, not bed inventory.",,https://www.va.gov/HOMELESS/ssvf/docs/SSVF_Provider_Intake_List_FY26.xlsx,U.S. Department of Veterans Affairs FY26 SSVF Provider Intake List
